ID,Independent Variable 1,Independent Variable 2,Independent Variable 3,Independent Variable 4,Independent Variable 5,Independent Variable 6,Independent Variable 7,ROOT_CAUSE
139,1,0,1,0,0,1,1,NETWORK_DELAY
140,0,1,1,1,0,0,0,DATABASE_ISSUE
141,0,0,0,1,0,1,0,NETWORK_DELAY
142,1,0,1,1,0,1,1,DATABASE_ISSUE
143,1,0,1,0,0,0,0,MEMORY_LEAK
144,1,1,1,1,0,0,1,NETWORK_DELAY
145,1,1,0,0,0,1,1,NETWORK_DELAY
146,0,1,0,0,0,0,0,NETWORK_DELAY
147,0,1,1,0,0,0,1,NETWORK_DELAY
148,0,1,1,1,0,0,1,NETWORK_DELAY
149,0,1,0,0,0,1,1,NETWORK_DELAY
150,0,1,1,0,1,0,1,DATABASE_ISSUE
151,1,1,0,0,0,1,1,NETWORK_DELAY
152,1,0,1,1,0,1,1,DATABASE_ISSUE
153,0,0,1,0,1,0,0,NETWORK_DELAY
154,0,0,0,0,1,0,0,NETWORK_DELAY
155,0,0,0,0,0,0,1,NETWORK_DELAY
156,0,1,0,1,1,1,0,DATABASE_ISSUE
157,0,1,0,1,0,0,1,NETWORK_DELAY
158,0,1,0,1,0,1,0,NETWORK_DELAY
159,1,0,1,0,1,1,0,NETWORK_DELAY
160,0,1,0,1,0,0,1,NETWORK_DELAY
161,0,0,1,1,1,0,1,NETWORK_DELAY
162,0,1,0,0,0,1,1,NETWORK_DELAY
163,1,0,0,0,1,0,1,NETWORK_DELAY
164,1,0,1,0,1,0,1,DATABASE_ISSUE
165,1,0,0,1,1,0,1,DATABASE_ISSUE
166,1,0,0,1,1,0,0,DATABASE_ISSUE
167,1,1,0,1,1,1,0,DATABASE_ISSUE
168,1,1,1,0,1,0,1,DATABASE_ISSUE
169,1,0,0,0,0,0,0,MEMORY_LEAK
170,1,0,1,1,0,0,0,NETWORK_DELAY
171,0,1,1,0,1,1,0,DATABASE_ISSUE
172,0,0,1,1,1,1,0,DATABASE_ISSUE
173,0,0,0,1,0,1,0,NETWORK_DELAY
174,1,1,1,1,1,0,1,DATABASE_ISSUE
175,0,1,1,0,0,1,0,NETWORK_DELAY
176,0,0,1,0,0,1,1,NETWORK_DELAY
177,0,1,0,1,1,0,0,DATABASE_ISSUE
178,0,0,0,0,1,1,1,NETWORK_DELAY
179,0,1,1,1,1,1,0,DATABASE_ISSUE
180,0,0,1,0,1,1,1,NETWORK_DELAY
181,1,0,0,1,0,0,0,NETWORK_DELAY
182,0,1,1,0,1,0,0,DATABASE_ISSUE
183,0,0,0,0,0,0,1,NETWORK_DELAY
184,0,0,1,1,0,1,0,NETWORK_DELAY
185,0,1,0,1,0,1,1,DATABASE_ISSUE
186,1,1,0,0,0,0,1,NETWORK_DELAY
187,1,0,0,1,1,0,0,NETWORK_DELAY
188,1,0,1,0,1,0,0,NETWORK_DELAY
189,1,0,0,0,0,0,1,NETWORK_DELAY
190,1,0,1,1,1,1,1,DATABASE_ISSUE
191,0,0,0,0,0,0,0,MEMORY_LEAK
192,1,0,1,1,0,1,1,NETWORK_DELAY
193,0,1,1,1,1,0,1,DATABASE_ISSUE
194,0,1,1,1,0,0,1,NETWORK_DELAY
195,0,0,0,1,1,0,1,NETWORK_DELAY
196,0,1,0,1,1,1,0,NETWORK_DELAY
197,0,1,0,0,1,0,1,DATABASE_ISSUE
198,1,1,1,0,0,1,1,NETWORK_DELAY
199,1,1,1,0,0,0,1,NETWORK_DELAY
200,1,1,0,0,0,1,0,NETWORK_DELAY
201,0,0,1,0,0,0,0,NETWORK_DELAY
202,0,1,0,1,1,0,1,DATABASE_ISSUE
203,0,0,0,1,0,1,1,NETWORK_DELAY
204,0,1,1,0,0,1,1,NETWORK_DELAY
205,0,1,1,1,1,1,0,DATABASE_ISSUE
206,1,1,1,0,1,0,1,DATABASE_ISSUE
207,0,1,1,0,1,1,0,DATABASE_ISSUE
208,0,1,0,1,1,1,0,DATABASE_ISSUE
209,1,1,1,1,0,1,0,DATABASE_ISSUE
210,0,1,0,1,1,0,1,DATABASE_ISSUE
211,1,1,1,1,1,0,0,DATABASE_ISSUE
212,0,1,0,0,1,0,0,NETWORK_DELAY
213,0,1,0,0,1,0,1,DATABASE_ISSUE
214,0,0,1,1,0,1,0,NETWORK_DELAY
215,0,0,1,0,0,0,0,NETWORK_DELAY
216,1,0,1,1,1,0,1,DATABASE_ISSUE
217,0,0,1,1,1,0,1,DATABASE_ISSUE
218,1,1,1,1,1,0,0,DATABASE_ISSUE
219,0,0,1,0,1,1,0,NETWORK_DELAY
220,1,0,0,1,0,0,1,NETWORK_DELAY
221,0,1,0,0,0,1,0,NETWORK_DELAY
222,1,1,0,0,1,1,0,NETWORK_DELAY
223,0,0,0,1,1,0,0,NETWORK_DELAY
224,0,1,1,1,0,0,0,NETWORK_DELAY
225,1,0,1,0,1,0,0,NETWORK_DELAY
226,0,0,1,0,1,0,1,DATABASE_ISSUE
227,0,0,1,1,0,0,0,NETWORK_DELAY
228,0,1,1,1,0,1,0,NETWORK_DELAY
229,1,0,1,0,1,1,0,NETWORK_DELAY
230,0,1,1,1,0,1,1,DATABASE_ISSUE
231,0,0,1,0,1,0,1,NETWORK_DELAY
232,1,1,0,0,1,1,0,NETWORK_DELAY
233,1,1,0,1,1,0,1,DATABASE_ISSUE
234,0,1,1,1,1,1,1,DATABASE_ISSUE
235,0,0,0,1,1,0,0,NETWORK_DELAY
236,1,1,0,0,1,0,1,NETWORK_DELAY
237,0,1,0,1,0,0,0,NETWORK_DELAY
238,1,0,0,1,0,0,1,NETWORK_DELAY
239,1,1,0,0,0,1,1,NETWORK_DELAY
240,1,0,1,0,0,0,1,NETWORK_DELAY
241,1,1,0,0,0,1,1,NETWORK_DELAY
242,1,1,1,1,1,1,1,DATABASE_ISSUE
243,0,0,0,1,1,1,0,DATABASE_ISSUE
244,1,0,1,0,0,1,0,NETWORK_DELAY
245,1,1,1,1,0,0,0,DATABASE_ISSUE
246,1,0,0,0,0,0,0,MEMORY_LEAK
247,1,1,0,1,1,0,1,DATABASE_ISSUE
248,0,0,0,1,0,1,1,NETWORK_DELAY
249,0,0,0,1,1,0,0,DATABASE_ISSUE
250,0,1,1,1,0,0,1,DATABASE_ISSUE
251,1,0,0,0,0,0,1,NETWORK_DELAY
252,1,0,0,0,1,1,1,NETWORK_DELAY
253,0,1,0,0,0,0,1,NETWORK_DELAY
254,0,1,1,1,1,1,0,DATABASE_ISSUE
255,1,1,0,0,0,1,1,NETWORK_DELAY
256,1,1,0,1,0,0,0,NETWORK_DELAY
257,0,1,1,1,1,1,1,DATABASE_ISSUE
258,0,1,1,1,0,0,1,DATABASE_ISSUE
259,1,1,1,1,0,1,1,DATABASE_ISSUE
260,0,1,1,0,1,0,0,DATABASE_ISSUE
261,0,0,0,1,0,1,1,NETWORK_DELAY
262,0,1,1,1,0,1,1,DATABASE_ISSUE
263,1,1,0,1,0,0,0,NETWORK_DELAY
264,1,0,0,1,0,1,1,NETWORK_DELAY
265,1,0,1,1,0,0,1,NETWORK_DELAY
266,1,0,0,0,0,0,0,MEMORY_LEAK
267,0,0,1,0,1,1,0,NETWORK_DELAY
268,1,1,0,0,1,0,0,NETWORK_DELAY
269,0,1,1,0,0,0,1,NETWORK_DELAY
270,0,1,1,1,1,0,0,DATABASE_ISSUE
271,0,0,0,1,1,0,0,DATABASE_ISSUE
272,1,0,1,0,0,1,1,NETWORK_DELAY
273,1,0,1,1,1,1,0,DATABASE_ISSUE
274,0,1,1,0,0,0,0,NETWORK_DELAY
275,0,1,1,1,0,1,1,NETWORK_DELAY
276,1,0,0,0,1,1,0,NETWORK_DELAY
277,1,0,1,0,1,0,1,NETWORK_DELAY
278,0,0,0,0,1,1,1,NETWORK_DELAY
279,0,1,0,1,0,0,0,NETWORK_DELAY
280,1,0,0,1,1,0,0,NETWORK_DELAY
281,0,0,0,0,1,0,0,MEMORY_LEAK
282,1,0,0,0,1,1,1,NETWORK_DELAY
283,0,1,0,1,0,0,0,NETWORK_DELAY
284,0,1,0,0,1,0,1,DATABASE_ISSUE
285,1,0,0,0,1,0,0,NETWORK_DELAY
286,1,0,1,1,1,0,0,DATABASE_ISSUE
287,0,1,0,0,1,0,0,NETWORK_DELAY
288,1,0,0,0,1,0,0,NETWORK_DELAY
289,1,0,0,0,1,0,1,NETWORK_DELAY
290,0,1,0,1,1,0,0,DATABASE_ISSUE
291,0,1,0,0,1,0,0,DATABASE_ISSUE
292,1,0,0,0,1,0,0,NETWORK_DELAY
293,1,0,1,0,1,0,0,NETWORK_DELAY
294,1,0,0,0,1,0,0,NETWORK_DELAY
295,1,0,1,0,1,1,1,DATABASE_ISSUE
296,0,0,1,1,0,1,1,DATABASE_ISSUE
297,0,0,1,0,1,1,1,NETWORK_DELAY
298,1,1,0,0,1,1,1,DATABASE_ISSUE
299,0,1,1,0,0,1,1,NETWORK_DELAY
300,0,0,1,0,0,0,1,NETWORK_DELAY
301,0,0,1,1,0,1,1,NETWORK_DELAY
302,0,0,0,0,1,1,0,NETWORK_DELAY
303,0,1,1,0,0,0,1,NETWORK_DELAY
304,0,1,0,1,1,1,1,DATABASE_ISSUE
305,1,1,0,1,0,0,0,NETWORK_DELAY
306,0,0,1,0,1,0,1,DATABASE_ISSUE
307,1,0,0,1,1,1,1,DATABASE_ISSUE
308,0,0,1,0,1,1,0,NETWORK_DELAY
309,0,0,0,0,1,1,1,NETWORK_DELAY
310,1,0,0,1,0,0,0,NETWORK_DELAY
311,1,0,0,0,1,0,1,NETWORK_DELAY
312,1,1,0,0,1,1,0,NETWORK_DELAY
313,0,0,0,1,1,1,0,DATABASE_ISSUE
314,0,1,1,1,0,0,1,DATABASE_ISSUE
315,0,1,0,0,0,0,1,NETWORK_DELAY
316,1,1,1,0,1,1,1,DATABASE_ISSUE
317,1,1,0,1,1,0,0,NETWORK_DELAY
318,1,1,0,1,1,1,0,DATABASE_ISSUE
319,0,0,1,0,1,1,1,NETWORK_DELAY
320,1,0,0,0,1,1,0,DATABASE_ISSUE
321,1,1,0,1,0,1,1,NETWORK_DELAY
322,1,1,1,0,0,1,0,NETWORK_DELAY
323,1,1,1,0,1,0,0,DATABASE_ISSUE
324,1,1,0,1,1,0,1,DATABASE_ISSUE
325,0,0,0,0,0,0,1,NETWORK_DELAY
326,1,1,0,1,1,0,1,DATABASE_ISSUE
327,1,1,1,1,0,1,1,DATABASE_ISSUE
328,0,1,1,0,1,0,0,NETWORK_DELAY
329,0,1,1,0,0,1,0,NETWORK_DELAY
330,0,0,1,1,0,0,0,NETWORK_DELAY
331,1,1,1,0,0,1,0,NETWORK_DELAY
332,0,0,0,0,1,1,0,NETWORK_DELAY
333,0,1,0,0,0,0,1,MEMORY_LEAK
334,0,0,1,0,0,1,0,NETWORK_DELAY
335,1,1,1,0,1,0,0,NETWORK_DELAY
336,1,1,0,1,0,1,1,NETWORK_DELAY
337,1,0,1,0,0,1,1,NETWORK_DELAY
338,0,0,0,0,1,0,0,NETWORK_DELAY
339,1,1,1,1,1,1,0,DATABASE_ISSUE
340,0,1,1,1,1,0,1,DATABASE_ISSUE
341,1,1,1,1,1,1,0,DATABASE_ISSUE
342,1,1,0,0,0,0,0,NETWORK_DELAY
343,0,0,0,0,0,1,0,MEMORY_LEAK
344,0,1,0,0,1,1,1,DATABASE_ISSUE
345,1,0,0,1,1,0,1,NETWORK_DELAY
346,0,0,0,1,0,0,0,NETWORK_DELAY
347,1,1,1,1,0,1,0,DATABASE_ISSUE
348,0,1,1,0,1,1,1,DATABASE_ISSUE
349,0,1,1,1,0,1,1,DATABASE_ISSUE
350,0,0,0,1,1,0,1,NETWORK_DELAY
351,1,1,0,0,1,0,0,NETWORK_DELAY
352,1,1,0,1,0,1,0,NETWORK_DELAY
353,1,0,0,1,1,1,0,DATABASE_ISSUE
354,1,1,1,1,0,0,1,NETWORK_DELAY
355,1,0,1,0,0,0,1,NETWORK_DELAY
356,1,1,1,0,0,1,0,NETWORK_DELAY
357,1,0,1,1,1,0,1,DATABASE_ISSUE
358,1,1,1,1,0,1,0,NETWORK_DELAY
359,0,1,0,0,1,1,1,NETWORK_DELAY
360,0,0,0,1,0,0,0,MEMORY_LEAK
361,1,1,1,0,1,0,1,DATABASE_ISSUE
362,0,0,0,0,0,1,0,MEMORY_LEAK
363,0,0,1,0,1,0,1,NETWORK_DELAY
364,0,0,1,0,1,0,0,NETWORK_DELAY
365,0,0,1,1,1,1,0,DATABASE_ISSUE
366,1,0,1,1,0,0,0,NETWORK_DELAY
367,1,1,1,0,0,0,0,NETWORK_DELAY
368,0,0,1,1,1,1,0,NETWORK_DELAY
369,0,1,0,0,1,1,1,NETWORK_DELAY
370,1,0,1,1,0,1,1,NETWORK_DELAY
371,0,1,1,1,0,1,1,DATABASE_ISSUE
372,1,0,0,0,1,1,0,NETWORK_DELAY
373,0,0,0,1,1,1,1,DATABASE_ISSUE
374,1,0,1,1,0,1,0,NETWORK_DELAY
375,0,0,1,1,0,1,1,NETWORK_DELAY
376,0,1,1,1,1,1,1,DATABASE_ISSUE
377,1,0,1,0,1,0,1,DATABASE_ISSUE
378,0,1,0,1,1,1,0,DATABASE_ISSUE
379,0,1,0,1,0,1,1,NETWORK_DELAY
380,0,0,0,0,1,1,1,NETWORK_DELAY
381,1,0,1,0,0,1,0,MEMORY_LEAK
382,0,1,0,1,1,1,0,DATABASE_ISSUE
383,1,1,1,0,0,1,0,NETWORK_DELAY
384,0,0,0,1,0,0,1,NETWORK_DELAY
385,0,1,0,1,1,1,0,NETWORK_DELAY
386,0,1,1,0,1,1,1,DATABASE_ISSUE
387,1,0,0,0,1,0,1,NETWORK_DELAY
388,1,0,1,1,0,1,0,DATABASE_ISSUE
389,1,0,1,1,1,1,1,DATABASE_ISSUE
390,0,1,0,1,1,1,1,DATABASE_ISSUE
391,1,0,1,1,1,0,1,DATABASE_ISSUE
392,1,1,0,0,0,1,1,NETWORK_DELAY
393,0,0,1,0,0,0,0,NETWORK_DELAY
394,1,1,1,1,1,0,1,DATABASE_ISSUE
395,0,0,0,0,1,1,1,NETWORK_DELAY
396,0,1,1,0,0,1,1,NETWORK_DELAY
397,0,1,1,1,1,1,0,DATABASE_ISSUE
398,0,1,1,0,0,1,1,DATABASE_ISSUE
399,1,1,1,1,0,1,0,NETWORK_DELAY
400,1,1,0,0,0,0,0,NETWORK_DELAY
401,1,0,1,1,1,0,1,DATABASE_ISSUE
402,0,0,1,0,1,1,1,DATABASE_ISSUE
403,0,0,0,1,0,1,0,NETWORK_DELAY
404,0,1,1,1,0,0,0,DATABASE_ISSUE
405,0,1,1,0,0,0,0,NETWORK_DELAY
406,1,0,0,1,1,0,0,DATABASE_ISSUE
407,1,1,1,0,1,1,1,DATABASE_ISSUE
408,0,0,0,0,0,0,0,MEMORY_LEAK
409,1,1,0,0,0,0,1,NETWORK_DELAY
410,0,1,0,0,0,0,1,NETWORK_DELAY
411,0,1,0,0,0,1,1,NETWORK_DELAY
412,1,0,1,0,1,0,1,DATABASE_ISSUE
413,1,0,0,1,1,0,1,NETWORK_DELAY
414,1,0,1,1,0,0,1,NETWORK_DELAY
415,1,0,0,1,0,1,0,NETWORK_DELAY
416,0,0,1,0,0,0,1,NETWORK_DELAY
417,0,0,1,0,0,1,0,MEMORY_LEAK
418,0,1,0,0,0,0,1,NETWORK_DELAY
419,0,0,0,1,1,1,1,DATABASE_ISSUE
420,1,1,1,0,1,1,1,DATABASE_ISSUE
421,1,1,1,1,1,0,1,DATABASE_ISSUE
422,0,0,0,1,1,1,0,NETWORK_DELAY
423,0,0,0,0,1,0,1,NETWORK_DELAY
424,1,1,0,0,0,1,1,NETWORK_DELAY
425,0,0,0,0,0,0,0,MEMORY_LEAK
426,1,1,1,0,1,1,1,DATABASE_ISSUE
427,1,0,1,1,1,0,1,DATABASE_ISSUE
428,0,1,0,1,1,1,0,NETWORK_DELAY
429,1,1,0,0,0,0,1,NETWORK_DELAY
430,0,1,0,0,1,0,1,DATABASE_ISSUE
431,0,0,1,0,0,1,1,NETWORK_DELAY
432,1,1,1,0,0,0,1,NETWORK_DELAY
433,0,0,1,0,0,0,0,NETWORK_DELAY
434,0,1,0,0,0,0,0,MEMORY_LEAK
435,1,1,1,1,1,0,0,DATABASE_ISSUE
436,0,0,1,1,1,0,1,DATABASE_ISSUE
437,0,1,0,0,0,1,0,NETWORK_DELAY
438,0,1,0,1,1,1,0,DATABASE_ISSUE
439,0,0,0,0,0,1,1,NETWORK_DELAY
440,1,0,0,1,1,1,1,DATABASE_ISSUE
441,1,1,0,0,0,1,1,NETWORK_DELAY
442,1,1,0,1,1,0,0,NETWORK_DELAY
443,0,1,0,1,0,0,0,NETWORK_DELAY
444,0,1,0,0,0,1,1,NETWORK_DELAY
445,1,1,1,1,0,0,1,DATABASE_ISSUE
446,1,0,1,0,1,0,1,DATABASE_ISSUE
447,1,1,0,1,0,0,1,NETWORK_DELAY
448,1,1,1,1,0,0,1,DATABASE_ISSUE
449,0,1,1,1,0,0,0,NETWORK_DELAY
450,1,0,1,1,0,1,1,DATABASE_ISSUE
451,0,1,0,0,0,1,1,NETWORK_DELAY
452,1,1,1,1,0,0,0,NETWORK_DELAY
453,1,1,1,1,1,0,0,DATABASE_ISSUE
454,1,1,1,1,1,0,1,DATABASE_ISSUE
455,1,1,0,0,1,1,1,NETWORK_DELAY
456,0,1,0,1,0,1,1,DATABASE_ISSUE
457,1,0,1,0,0,1,0,NETWORK_DELAY
458,1,1,1,0,0,1,1,NETWORK_DELAY
459,0,0,0,1,1,0,1,NETWORK_DELAY
460,1,0,0,1,0,0,0,NETWORK_DELAY
461,1,0,0,1,1,0,0,DATABASE_ISSUE
462,0,0,0,0,1,0,1,NETWORK_DELAY
463,0,0,1,1,1,1,1,DATABASE_ISSUE
464,1,1,1,1,1,1,0,DATABASE_ISSUE
465,1,0,1,1,0,0,1,DATABASE_ISSUE
466,1,0,0,1,1,1,1,DATABASE_ISSUE
467,0,1,1,1,1,0,1,DATABASE_ISSUE
468,0,1,1,0,1,1,0,DATABASE_ISSUE
469,1,0,0,1,1,1,0,DATABASE_ISSUE
470,0,0,1,1,1,1,0,DATABASE_ISSUE
471,0,0,0,1,0,0,0,NETWORK_DELAY
472,0,0,0,1,0,0,0,MEMORY_LEAK
473,0,1,0,1,0,1,1,NETWORK_DELAY
474,1,1,1,1,0,1,0,NETWORK_DELAY
475,1,0,1,0,1,1,0,DATABASE_ISSUE
476,0,1,0,1,0,0,1,NETWORK_DELAY
477,0,0,1,1,0,1,1,DATABASE_ISSUE
478,1,0,1,1,0,0,1,NETWORK_DELAY
479,0,0,1,1,1,0,1,DATABASE_ISSUE
480,1,1,1,1,1,0,0,DATABASE_ISSUE
481,1,0,1,1,0,0,0,NETWORK_DELAY
482,1,0,1,0,0,0,0,NETWORK_DELAY
483,0,0,1,0,0,1,1,NETWORK_DELAY
484,0,0,0,0,0,0,1,NETWORK_DELAY
485,1,0,0,0,1,1,1,NETWORK_DELAY
486,1,1,0,1,1,1,0,DATABASE_ISSUE
487,1,0,0,1,0,1,0,NETWORK_DELAY
488,1,1,1,0,0,1,1,NETWORK_DELAY
489,1,1,1,1,0,0,1,NETWORK_DELAY
490,1,1,1,0,1,1,1,DATABASE_ISSUE
491,1,1,0,0,0,0,1,NETWORK_DELAY
492,1,0,1,1,0,0,1,NETWORK_DELAY
493,1,1,1,0,1,1,0,DATABASE_ISSUE
494,1,0,1,1,1,0,1,DATABASE_ISSUE
495,1,1,1,0,0,1,0,NETWORK_DELAY
496,0,0,1,0,0,1,1,NETWORK_DELAY
497,1,0,0,1,0,0,0,MEMORY_LEAK
498,1,1,1,0,0,0,1,NETWORK_DELAY
499,1,1,1,1,1,0,0,DATABASE_ISSUE
500,1,0,0,1,0,0,1,NETWORK_DELAY
501,0,1,1,1,1,1,0,DATABASE_ISSUE
502,0,1,0,1,0,0,1,DATABASE_ISSUE
503,1,0,1,0,0,1,1,NETWORK_DELAY
504,0,1,0,0,0,0,1,NETWORK_DELAY
505,1,1,1,0,0,0,1,NETWORK_DELAY
